whtswa1,Hirondelle à cuisses blanches
ducatt1,Attila à calotte grise
cinatt1,Attila cannelle
cibatt1,Attila à ventre jaune
rutatt1,Attila à queue rousse
gyhatt1,Attila à tête grise
brratt1,Attila à croupion jaune
ochatt1,Attila ocré
hoovis2,Colibri lumachelle
hyavis1,Colibri superbe
souemt1,Toucanet à gorge blanche
blbtou1,Toucanet à ceinture bleue
chttou3,Toucanet de Derby
crrtou1,Toucanet à croupion rouge
noremt1,Toucanet émeraude
grbtou1,Toucanet à bec sillonné
verdin,Auripare verdin
butfog4,Anabate du Chiriqui
obfgle3,Anabate olivâtre
wefgle1,Anabate aux yeux blancs
brfgle1,Anabate brunâtre
btfgle1,Anabate à gorge fauve
parfog1,Anabate du Para
ccfgle2,Anabate à couronne rousse
strwoo1,Anabate forestier
jerbaz1,Baza de Jerdon
blabaz1,Baza huppard
pacbaz1,Baza huppé
lessca,Petit Fuligule
redhea,Fuligule à tête rouge
rinduc,Fuligule à collier
compoc,Fuligule milouin
tufduc,Fuligule morillon
gresca,Fuligule milouinan
ferduc,Fuligule nyroca
canvas,Fuligule à dos blanc
blctit4,Mésange à plumet noir
tuftit,Mésange bicolore
oaktit,Mésange unicolore
juntit1,Mésange des genévriers
britit,Mésange arlequin
hongre1,Bulbul à queue blanche
grccra1,Grue royale
mobpar1,Bambusicole de Fytch
taibap1,Bambusicole de Taïwan
chbpar3,Bambusicole de Chine
gortan1,Tangara à boucles d'or
mobtan1,Tangara d'Edwards
bagtan2,Tangara à cape noire
polpar1,Perruche à col jaune
uplsan,Maubèche des champs
rufmot1,Motmot roux
rucmot2,Motmot oranroux
gobwar1,Paruline à sourcils dorés
gcrwar,Paruline à couronne dorée
rucwar4,Paruline de Delattre
fatwar,Paruline des rochers
blcwar1,Paruline sombre
thswar5,Paruline du Costa Rica
rucwar,Paruline à calotte rousse
thbwar2,Paruline trifasciée
thswar1,Paruline triligne
whehum,Colibri à oreilles blanches
giaant2,Batara géant
bkfruw1,Bathmocerque à face noire
capbat1,Pririt du Cap
